id_actividad,nombre,tipo,nivel_dificultad,duracion,ubicacion
481,Bitwolf,TurismoExtremo,Medio,4,El Doncello
482,Voltsillam,TurismoExtremo,Bajo,3,Morelia
483,Span,TurismoExtremo,Alto,1,Florencia
484,Zoolab,CaminataEcologica,Alto,2,Morelia
485,Domainer,Cascada,Alto,2,Morelia
486,Tempsoft,CaminataEcologica,Alto,5,Belén de los Andaquíes
487,Lotstring,Cascada,Medio,1,El Doncello
488,Alpha,Cascada,Alto,7,Morelia
489,Flexidy,CaminataEcologica,Alto,1,Morelia
490,Bytecard,CaminataEcologica,Medio,6,El Doncello
491,Konklux,CaminataEcologica,Alto,6,Florencia
492,Job,TurismoExtremo,Medio,4,Florencia
493,Ronstring,TurismoExtremo,Alto,2,Belén de los Andaquíes
494,Keylex,CaminataEcologica,Medio,6,Morelia
495,Bamity,TurismoExtremo,Alto,7,Morelia
496,Flexidy,CaminataEcologica,Alto,2,Belén de los Andaquíes
497,Stronghold,TurismoExtremo,Alto,1,Belén de los Andaquíes
498,Fixflex,CaminataEcologica,Medio,2,Belén de los Andaquíes
499,Vagram,Cascada,Medio,1,Morelia
500,Daltfresh,TurismoExtremo,Medio,8,Belén de los Andaquíes
501,Regrant,TurismoExtremo,Alto,7,Morelia
502,Domainer,CaminataEcologica,Medio,7,Morelia
503,Subin,TurismoExtremo,Bajo,2,Florencia
504,Tampflex,TurismoExtremo,Medio,2,Belén de los Andaquíes
505,Viva,TurismoExtremo,Alto,6,El Doncello
506,Temp,TurismoExtremo,Medio,5,Florencia
507,Solarbreeze,TurismoExtremo,Alto,8,Florencia
508,Asoka,CaminataEcologica,Bajo,4,Morelia
509,Bitchip,TurismoExtremo,Alto,1,Florencia
510,Bitwolf,Cascada,Bajo,5,Morelia
511,Rank,TurismoExtremo,Alto,1,Florencia
512,Pannier,CaminataEcologica,Medio,6,Florencia
513,Solarbreeze,Cascada,Alto,4,Morelia
514,Zoolab,Cascada,Medio,4,Belén de los Andaquíes
515,Cookley,Cascada,Medio,2,Belén de los Andaquíes
516,Alphazap,Cascada,Alto,5,Belén de los Andaquíes
517,Bigtax,TurismoExtremo,Alto,2,Morelia
518,Aerified,Cascada,Medio,1,Florencia
519,Wrapsafe,CaminataEcologica,Alto,2,Belén de los Andaquíes
520,Andalax,CaminataEcologica,Alto,8,Belén de los Andaquíes
521,Bitchip,CaminataEcologica,Alto,7,Belén de los Andaquíes
522,Alpha,Cascada,Bajo,7,Morelia
523,Viva,CaminataEcologica,Bajo,3,Morelia
524,Bamity,Cascada,Medio,2,El Doncello
525,Tresom,TurismoExtremo,Bajo,6,Florencia
526,Zathin,TurismoExtremo,Bajo,2,Belén de los Andaquíes
527,Otcom,CaminataEcologica,Medio,1,Florencia
528,Zamit,CaminataEcologica,Bajo,7,El Doncello
529,Konklab,CaminataEcologica,Alto,8,Belén de los Andaquíes
530,Holdlamis,TurismoExtremo,Alto,8,El Doncello
531,Tampflex,TurismoExtremo,Alto,4,Morelia
532,Zontrax,Cascada,Alto,2,Belén de los Andaquíes
533,Asoka,CaminataEcologica,Bajo,4,Florencia
534,Sub-Ex,CaminataEcologica,Medio,8,Morelia
535,Otcom,Cascada,Alto,2,Belén de los Andaquíes
536,Veribet,Cascada,Alto,4,Florencia
537,Asoka,TurismoExtremo,Bajo,1,Morelia
538,Fixflex,Cascada,Bajo,8,Morelia
539,Sonair,TurismoExtremo,Alto,3,El Doncello
540,Tampflex,CaminataEcologica,Medio,3,El Doncello
541,Prodder,CaminataEcologica,Bajo,5,Florencia
542,Zamit,Cascada,Bajo,7,Florencia
543,Zamit,Cascada,Medio,3,El Doncello
544,Bamity,TurismoExtremo,Bajo,2,El Doncello
545,Alpha,CaminataEcologica,Bajo,6,Belén de los Andaquíes
546,Bitchip,CaminataEcologica,Alto,5,Florencia
547,Prodder,Cascada,Alto,4,El Doncello
548,Alphazap,CaminataEcologica,Alto,8,Florencia
549,Sub-Ex,TurismoExtremo,Bajo,5,Florencia
550,Stringtough,CaminataEcologica,Alto,2,Morelia
551,Mat Lam Tam,CaminataEcologica,Medio,1,Morelia
552,Redhold,CaminataEcologica,Medio,1,Morelia
553,Lotstring,CaminataEcologica,Bajo,4,Florencia
554,Voltsillam,TurismoExtremo,Alto,6,Belén de los Andaquíes
555,Namfix,Cascada,Bajo,3,El Doncello
556,Voltsillam,Cascada,Medio,7,El Doncello
557,Matsoft,CaminataEcologica,Bajo,2,Belén de los Andaquíes
558,Bigtax,CaminataEcologica,Medio,8,El Doncello
559,Lotstring,CaminataEcologica,Bajo,7,Florencia
560,Wrapsafe,TurismoExtremo,Medio,2,El Doncello
561,Holdlamis,TurismoExtremo,Bajo,7,Morelia
562,Holdlamis,CaminataEcologica,Medio,8,Belén de los Andaquíes
563,Ventosanzap,Cascada,Medio,7,Florencia
564,Zaam-Dox,Cascada,Alto,4,Belén de los Andaquíes
565,Gembucket,Cascada,Bajo,4,Belén de los Andaquíes
566,Stim,TurismoExtremo,Bajo,2,Morelia
567,Toughjoyfax,TurismoExtremo,Medio,4,Belén de los Andaquíes
568,Prodder,Cascada,Bajo,6,El Doncello
569,Sonair,CaminataEcologica,Alto,5,Florencia
570,Stringtough,CaminataEcologica,Alto,7,Morelia
571,It,Cascada,Bajo,6,El Doncello
572,Voltsillam,CaminataEcologica,Medio,7,Belén de los Andaquíes
573,Flexidy,TurismoExtremo,Alto,7,Belén de los Andaquíes
574,Stringtough,Cascada,Bajo,7,El Doncello
575,Fixflex,TurismoExtremo,Medio,3,Morelia
576,Tres-Zap,TurismoExtremo,Alto,2,Florencia
577,Bytecard,TurismoExtremo,Medio,1,Belén de los Andaquíes
578,Bitwolf,Cascada,Medio,2,Morelia
579,Treeflex,CaminataEcologica,Bajo,2,Florencia
580,Bamity,CaminataEcologica,Medio,8,Morelia
581,Cardify,CaminataEcologica,Medio,4,Belén de los Andaquíes
582,Tampflex,CaminataEcologica,Alto,1,El Doncello
583,Lotstring,TurismoExtremo,Alto,5,Morelia
584,Sonair,CaminataEcologica,Medio,6,El Doncello
585,Alpha,CaminataEcologica,Bajo,5,El Doncello
586,Flexidy,CaminataEcologica,Medio,6,Morelia
587,Pannier,CaminataEcologica,Alto,4,Belén de los Andaquíes
588,Veribet,Cascada,Medio,3,Florencia
589,Aerified,CaminataEcologica,Medio,4,Morelia
590,Vagram,CaminataEcologica,Medio,7,El Doncello
591,Rank,Cascada,Bajo,1,Belén de los Andaquíes
592,Bamity,TurismoExtremo,Bajo,5,Morelia
593,Tin,Cascada,Bajo,8,Florencia
594,Mat Lam Tam,TurismoExtremo,Medio,2,Morelia
595,Bytecard,Cascada,Bajo,7,Florencia
596,Sub-Ex,TurismoExtremo,Bajo,5,Belén de los Andaquíes
597,Rank,TurismoExtremo,Medio,7,Morelia
598,Cardify,CaminataEcologica,Bajo,6,Florencia
599,Mat Lam Tam,TurismoExtremo,Bajo,3,Florencia
600,Otcom,CaminataEcologica,Medio,6,Morelia
601,Vagram,CaminataEcologica,Medio,8,Florencia
602,Treeflex,TurismoExtremo,Medio,3,Belén de los Andaquíes
603,Tempsoft,CaminataEcologica,Medio,7,El Doncello
604,Zontrax,CaminataEcologica,Medio,8,El Doncello
605,Lotstring,CaminataEcologica,Bajo,1,Florencia
606,Keylex,CaminataEcologica,Alto,7,El Doncello
607,Konklux,CaminataEcologica,Alto,6,Belén de los Andaquíes
608,Voyatouch,Cascada,Bajo,4,Florencia
609,Tempsoft,CaminataEcologica,Alto,4,Morelia
610,Vagram,CaminataEcologica,Alto,3,Belén de los Andaquíes
611,Treeflex,TurismoExtremo,Medio,7,El Doncello
612,Duobam,CaminataEcologica,Alto,2,El Doncello
613,Prodder,TurismoExtremo,Alto,5,Belén de los Andaquíes
614,Cardguard,TurismoExtremo,Medio,2,El Doncello
615,Andalax,TurismoExtremo,Bajo,3,Morelia
616,Otcom,Cascada,Bajo,5,Florencia
617,Matsoft,Cascada,Medio,7,Florencia
618,Hatity,Cascada,Medio,6,El Doncello
619,Subin,CaminataEcologica,Medio,7,Morelia
620,Duobam,CaminataEcologica,Medio,1,Morelia
621,Y-Solowarm,TurismoExtremo,Bajo,8,Morelia
622,Span,CaminataEcologica,Medio,5,El Doncello
623,Duobam,CaminataEcologica,Medio,7,Morelia
624,Zathin,TurismoExtremo,Medio,3,Morelia
625,Biodex,TurismoExtremo,Medio,8,Morelia
626,Cardify,Cascada,Alto,5,Morelia
627,Bamity,TurismoExtremo,Medio,6,Morelia
628,Flexidy,TurismoExtremo,Bajo,3,Florencia
629,Ventosanzap,CaminataEcologica,Medio,2,Florencia
630,Y-Solowarm,Cascada,Medio,7,Florencia
631,Aerified,Cascada,Alto,5,Florencia
632,Opela,CaminataEcologica,Medio,3,Florencia
633,Bitchip,Cascada,Medio,2,Morelia
634,Prodder,Cascada,Alto,6,El Doncello
635,Cardify,Cascada,Alto,4,El Doncello
636,Lotlux,TurismoExtremo,Bajo,7,Morelia
637,Pannier,Cascada,Medio,7,Morelia
638,Home Ing,TurismoExtremo,Alto,3,El Doncello
639,Zathin,CaminataEcologica,Alto,2,Florencia
640,Daltfresh,CaminataEcologica,Bajo,6,Florencia
641,It,Cascada,Medio,8,Morelia
642,Flowdesk,TurismoExtremo,Alto,8,El Doncello
643,Konklab,CaminataEcologica,Alto,8,Morelia
644,Voltsillam,TurismoExtremo,Bajo,1,El Doncello
645,Voltsillam,CaminataEcologica,Medio,7,Morelia
646,Zathin,CaminataEcologica,Medio,3,Belén de los Andaquíes
647,Home Ing,Cascada,Medio,3,El Doncello
648,Fix San,Cascada,Alto,7,El Doncello
649,Greenlam,CaminataEcologica,Alto,3,El Doncello
650,Fintone,CaminataEcologica,Alto,2,Florencia
651,Zaam-Dox,TurismoExtremo,Medio,8,Morelia
652,Zathin,TurismoExtremo,Bajo,5,Florencia
653,Redhold,CaminataEcologica,Bajo,4,El Doncello
654,Duobam,TurismoExtremo,Alto,1,Belén de los Andaquíes
655,Duobam,TurismoExtremo,Alto,8,Morelia
656,Viva,Cascada,Medio,1,Belén de los Andaquíes
657,Prodder,TurismoExtremo,Alto,5,Morelia
658,Subin,TurismoExtremo,Alto,3,Belén de los Andaquíes
659,Kanlam,Cascada,Bajo,3,Florencia
660,Domainer,CaminataEcologica,Medio,4,Florencia
661,Veribet,Cascada,Bajo,3,Florencia
662,Ventosanzap,Cascada,Bajo,6,El Doncello
663,Daltfresh,TurismoExtremo,Medio,4,El Doncello
664,Cardify,CaminataEcologica,Alto,4,Morelia
665,Rank,TurismoExtremo,Alto,8,El Doncello
666,Sub-Ex,TurismoExtremo,Alto,8,Florencia
667,Cardify,TurismoExtremo,Medio,1,Belén de los Andaquíes
668,Ronstring,Cascada,Bajo,7,El Doncello
669,Subin,CaminataEcologica,Alto,3,Florencia
670,Mat Lam Tam,TurismoExtremo,Medio,7,Belén de los Andaquíes
671,Fix San,TurismoExtremo,Medio,6,El Doncello
672,Trippledex,Cascada,Bajo,5,Florencia
673,Job,TurismoExtremo,Bajo,8,Belén de los Andaquíes
674,Hatity,CaminataEcologica,Medio,7,Morelia
675,Cardify,TurismoExtremo,Medio,7,El Doncello
676,Tampflex,CaminataEcologica,Bajo,2,El Doncello
677,Stringtough,TurismoExtremo,Medio,1,Morelia
678,Cookley,Cascada,Medio,7,El Doncello
679,Ventosanzap,CaminataEcologica,Alto,1,El Doncello
680,Stronghold,TurismoExtremo,Alto,3,Morelia
681,Solarbreeze,Cascada,Bajo,5,Morelia
682,Sonsing,TurismoExtremo,Alto,5,Morelia
683,Stim,TurismoExtremo,Medio,6,Morelia
684,Greenlam,TurismoExtremo,Medio,8,Belén de los Andaquíes
685,Rank,CaminataEcologica,Medio,2,Morelia
686,Biodex,Cascada,Alto,5,Florencia
687,Regrant,CaminataEcologica,Bajo,2,El Doncello
688,Zaam-Dox,CaminataEcologica,Alto,8,Belén de los Andaquíes
689,Alphazap,CaminataEcologica,Bajo,8,Belén de los Andaquíes
690,Flexidy,TurismoExtremo,Medio,7,Morelia
691,Konklux,Cascada,Alto,6,Belén de los Andaquíes
692,Fix San,TurismoExtremo,Medio,1,Belén de los Andaquíes
693,Ventosanzap,CaminataEcologica,Medio,8,Belén de los Andaquíes
694,Hatity,Cascada,Alto,4,Florencia
695,Alpha,TurismoExtremo,Alto,1,Morelia
696,Otcom,TurismoExtremo,Medio,2,Florencia
697,Fixflex,Cascada,Medio,2,El Doncello
698,Wrapsafe,TurismoExtremo,Medio,7,Morelia
699,Viva,CaminataEcologica,Medio,4,El Doncello
700,Sonsing,CaminataEcologica,Alto,5,Florencia
701,Quo Lux,Cascada,Alto,7,Florencia
702,Aerified,Cascada,Alto,5,Florencia
703,Hatity,Cascada,Medio,3,Morelia
704,Solarbreeze,TurismoExtremo,Medio,1,Florencia
705,Rank,Cascada,Medio,1,El Doncello
706,Asoka,CaminataEcologica,Medio,6,Florencia
707,Alpha,CaminataEcologica,Alto,4,Belén de los Andaquíes
708,Asoka,TurismoExtremo,Alto,4,Belén de los Andaquíes
709,Latlux,Cascada,Medio,1,Florencia
710,Bamity,Cascada,Alto,3,Morelia
711,Alpha,TurismoExtremo,Alto,2,Morelia
712,Alpha,TurismoExtremo,Alto,6,Belén de los Andaquíes
713,Fintone,Cascada,Bajo,2,Florencia
714,Duobam,Cascada,Bajo,4,Morelia
715,Voyatouch,Cascada,Medio,4,Belén de los Andaquíes
716,Y-Solowarm,CaminataEcologica,Bajo,3,Belén de los Andaquíes
717,Bamity,CaminataEcologica,Medio,6,Morelia
718,Tampflex,TurismoExtremo,Alto,1,Florencia
719,Y-Solowarm,Cascada,Bajo,2,Florencia
720,Voltsillam,Cascada,Medio,6,El Doncello
721,Temp,CaminataEcologica,Medio,7,Morelia
722,Sub-Ex,Cascada,Medio,3,El Doncello
723,Tin,TurismoExtremo,Medio,4,Morelia
724,Job,TurismoExtremo,Bajo,2,Florencia
725,Quo Lux,Cascada,Medio,3,Morelia
726,Vagram,Cascada,Medio,8,El Doncello
727,Ronstring,TurismoExtremo,Bajo,7,El Doncello
728,Ventosanzap,CaminataEcologica,Alto,6,Florencia
729,Hatity,CaminataEcologica,Bajo,4,Morelia
730,Y-find,CaminataEcologica,Bajo,4,Morelia
731,Tres-Zap,CaminataEcologica,Bajo,7,Morelia
732,Domainer,TurismoExtremo,Bajo,4,El Doncello
733,Trippledex,Cascada,Medio,3,El Doncello
734,Zaam-Dox,TurismoExtremo,Bajo,3,Morelia
735,Mat Lam Tam,TurismoExtremo,Medio,1,Florencia
736,Daltfresh,TurismoExtremo,Bajo,6,El Doncello
737,Bigtax,TurismoExtremo,Alto,1,El Doncello
738,Voltsillam,TurismoExtremo,Medio,2,El Doncello
739,Mat Lam Tam,CaminataEcologica,Bajo,1,Florencia
740,Cardify,TurismoExtremo,Medio,5,Florencia
741,Bitwolf,CaminataEcologica,Bajo,5,El Doncello
742,Biodex,TurismoExtremo,Medio,6,El Doncello
743,Pannier,Cascada,Medio,5,Morelia
744,Quo Lux,CaminataEcologica,Alto,5,Belén de los Andaquíes
745,Ventosanzap,TurismoExtremo,Bajo,6,Belén de los Andaquíes
746,Overhold,Cascada,Alto,2,Florencia
747,Opela,TurismoExtremo,Bajo,8,Florencia
748,Vagram,CaminataEcologica,Medio,7,Belén de los Andaquíes
749,Alpha,TurismoExtremo,Alto,8,Morelia
750,Gembucket,CaminataEcologica,Medio,5,Belén de los Andaquíes
751,Asoka,TurismoExtremo,Alto,5,Belén de los Andaquíes
752,Y-Solowarm,Cascada,Medio,3,Morelia
753,Y-Solowarm,TurismoExtremo,Medio,6,El Doncello
754,Y-find,TurismoExtremo,Medio,8,El Doncello
755,Quo Lux,CaminataEcologica,Bajo,7,Belén de los Andaquíes
756,Vagram,Cascada,Bajo,3,El Doncello
757,Ventosanzap,CaminataEcologica,Alto,2,Florencia
758,Aerified,TurismoExtremo,Medio,3,Morelia
759,Flowdesk,Cascada,Alto,8,Morelia
760,Kanlam,CaminataEcologica,Medio,1,Florencia
761,Cardguard,Cascada,Medio,1,Florencia
762,Cookley,Cascada,Bajo,2,Florencia
763,Cardify,CaminataEcologica,Bajo,5,El Doncello
764,Gembucket,CaminataEcologica,Medio,6,Morelia
765,Andalax,TurismoExtremo,Bajo,6,Belén de los Andaquíes
766,Mat Lam Tam,Cascada,Alto,2,Belén de los Andaquíes
767,Trippledex,Cascada,Alto,3,Morelia
768,Wrapsafe,CaminataEcologica,Medio,8,Morelia
769,Holdlamis,TurismoExtremo,Alto,7,Florencia
770,Job,Cascada,Alto,7,Belén de los Andaquíes
771,Lotlux,Cascada,Medio,1,El Doncello
772,Bytecard,TurismoExtremo,Bajo,5,Florencia
773,Zontrax,TurismoExtremo,Bajo,7,Florencia
774,Domainer,TurismoExtremo,Bajo,5,Belén de los Andaquíes
775,Sub-Ex,TurismoExtremo,Alto,5,Belén de los Andaquíes
776,Namfix,TurismoExtremo,Alto,1,El Doncello
777,Cookley,Cascada,Medio,6,Morelia
778,Lotstring,TurismoExtremo,Medio,6,Florencia
779,Domainer,Cascada,Alto,1,Florencia
780,Pannier,Cascada,Bajo,5,Florencia
781,Lotstring,TurismoExtremo,Alto,2,Morelia
782,Pannier,TurismoExtremo,Alto,7,Belén de los Andaquíes
783,Mat Lam Tam,CaminataEcologica,Alto,3,Florencia
784,Stim,Cascada,Bajo,4,Florencia
785,Job,CaminataEcologica,Medio,6,El Doncello
786,Tempsoft,Cascada,Bajo,6,Florencia
787,Quo Lux,CaminataEcologica,Alto,1,Morelia
788,Bamity,TurismoExtremo,Bajo,1,El Doncello
789,Toughjoyfax,Cascada,Medio,4,Morelia
790,Ventosanzap,CaminataEcologica,Bajo,7,Florencia
791,Voltsillam,CaminataEcologica,Medio,4,El Doncello
792,Greenlam,Cascada,Bajo,6,Morelia
793,Tempsoft,CaminataEcologica,Alto,6,Belén de los Andaquíes
794,Temp,TurismoExtremo,Bajo,8,Belén de los Andaquíes
795,Lotlux,TurismoExtremo,Alto,5,El Doncello
796,Zaam-Dox,Cascada,Bajo,1,El Doncello
797,Asoka,TurismoExtremo,Medio,7,Morelia
798,Kanlam,TurismoExtremo,Bajo,5,El Doncello
799,Wrapsafe,CaminataEcologica,Medio,4,El Doncello
800,Mat Lam Tam,CaminataEcologica,Alto,1,Florencia
801,Vagram,CaminataEcologica,Bajo,3,Morelia
802,Y-find,CaminataEcologica,Alto,8,Florencia
803,Alpha,Cascada,Medio,6,El Doncello
804,Alpha,TurismoExtremo,Medio,3,El Doncello
805,Otcom,Cascada,Alto,3,Belén de los Andaquíes
806,Tempsoft,CaminataEcologica,Medio,7,Florencia
807,Konklux,CaminataEcologica,Bajo,8,Belén de los Andaquíes
808,Domainer,Cascada,Bajo,1,Morelia
809,Y-Solowarm,CaminataEcologica,Bajo,8,Belén de los Andaquíes
810,Home Ing,TurismoExtremo,Bajo,6,Morelia
811,Fixflex,CaminataEcologica,Bajo,4,El Doncello
812,Span,Cascada,Alto,6,Belén de los Andaquíes
813,Stim,TurismoExtremo,Medio,6,Florencia
814,Treeflex,CaminataEcologica,Alto,4,Belén de los Andaquíes
815,Cardguard,CaminataEcologica,Alto,5,Belén de los Andaquíes
816,Fix San,Cascada,Bajo,8,Morelia
817,Ventosanzap,CaminataEcologica,Alto,1,Florencia
818,Aerified,TurismoExtremo,Medio,1,Morelia
819,Alpha,Cascada,Alto,2,El Doncello
820,Redhold,CaminataEcologica,Medio,7,Morelia
821,Bamity,CaminataEcologica,Medio,3,Belén de los Andaquíes
822,Y-Solowarm,Cascada,Alto,4,El Doncello
823,Redhold,Cascada,Bajo,3,Morelia
824,Transcof,Cascada,Medio,5,Florencia
825,Stringtough,TurismoExtremo,Medio,8,Morelia
826,Veribet,CaminataEcologica,Alto,2,Belén de los Andaquíes
827,Matsoft,CaminataEcologica,Alto,2,Belén de los Andaquíes
828,Otcom,Cascada,Medio,5,Belén de los Andaquíes
829,Pannier,TurismoExtremo,Medio,1,El Doncello
830,Veribet,Cascada,Alto,8,Florencia
831,Latlux,TurismoExtremo,Alto,6,Florencia
832,Kanlam,Cascada,Alto,7,El Doncello
833,Zathin,Cascada,Bajo,8,Morelia
834,Tresom,Cascada,Alto,2,Morelia
835,Asoka,TurismoExtremo,Alto,2,Florencia
836,Transcof,TurismoExtremo,Alto,7,Belén de los Andaquíes
837,Otcom,Cascada,Medio,4,El Doncello
838,Vagram,CaminataEcologica,Bajo,1,Belén de los Andaquíes
839,Redhold,TurismoExtremo,Medio,3,Morelia
840,Subin,CaminataEcologica,Medio,3,Morelia
841,Pannier,TurismoExtremo,Medio,1,Florencia
842,Home Ing,Cascada,Medio,3,Morelia
843,Zontrax,TurismoExtremo,Medio,5,Belén de los Andaquíes
844,Job,Cascada,Alto,1,Florencia
845,Tin,TurismoExtremo,Medio,2,Morelia
846,Wrapsafe,TurismoExtremo,Alto,5,Morelia
847,Y-find,CaminataEcologica,Bajo,8,Belén de los Andaquíes
848,Gembucket,CaminataEcologica,Bajo,8,Belén de los Andaquíes
849,Cardify,Cascada,Alto,2,Florencia
850,Span,Cascada,Bajo,5,Belén de los Andaquíes
851,Flowdesk,CaminataEcologica,Bajo,6,Florencia
852,Quo Lux,CaminataEcologica,Alto,1,Belén de los Andaquíes
853,Treeflex,Cascada,Alto,2,Morelia
854,Veribet,TurismoExtremo,Alto,6,El Doncello
855,Daltfresh,TurismoExtremo,Alto,7,Morelia
856,Wrapsafe,CaminataEcologica,Alto,6,Belén de los Andaquíes
857,Ventosanzap,Cascada,Medio,8,Florencia
858,Alphazap,CaminataEcologica,Bajo,3,Morelia
859,Bitwolf,Cascada,Bajo,2,El Doncello
860,Transcof,Cascada,Alto,6,Morelia
861,Voltsillam,Cascada,Alto,5,Florencia
862,Treeflex,CaminataEcologica,Bajo,6,Florencia
863,Home Ing,TurismoExtremo,Alto,5,Morelia
864,Subin,CaminataEcologica,Medio,5,El Doncello
865,Flowdesk,TurismoExtremo,Medio,8,Morelia
866,Biodex,TurismoExtremo,Alto,4,Florencia
867,Otcom,Cascada,Alto,1,El Doncello
868,Toughjoyfax,CaminataEcologica,Alto,4,Belén de los Andaquíes
869,Sonsing,CaminataEcologica,Medio,3,Florencia
870,Alphazap,TurismoExtremo,Medio,6,El Doncello
871,Kanlam,CaminataEcologica,Bajo,3,Morelia
872,Toughjoyfax,CaminataEcologica,Alto,2,Florencia
873,Quo Lux,CaminataEcologica,Bajo,7,El Doncello
874,Latlux,CaminataEcologica,Medio,3,El Doncello
875,Zamit,CaminataEcologica,Bajo,8,Morelia
876,Bitchip,TurismoExtremo,Bajo,1,El Doncello
877,Bitchip,Cascada,Alto,8,El Doncello
878,Alphazap,Cascada,Alto,3,El Doncello
879,Gembucket,Cascada,Bajo,8,Florencia
880,Kanlam,TurismoExtremo,Alto,4,Florencia
881,Opela,CaminataEcologica,Bajo,7,Belén de los Andaquíes
882,Namfix,Cascada,Medio,2,Florencia
883,Cardguard,CaminataEcologica,Bajo,5,El Doncello
884,Flexidy,Cascada,Alto,8,Belén de los Andaquíes
885,Latlux,CaminataEcologica,Medio,2,Morelia
886,Solarbreeze,CaminataEcologica,Medio,7,El Doncello
887,Bamity,Cascada,Medio,1,Belén de los Andaquíes
888,Regrant,CaminataEcologica,Bajo,2,Belén de los Andaquíes
889,Tin,TurismoExtremo,Medio,3,Belén de los Andaquíes
890,Y-Solowarm,TurismoExtremo,Medio,2,Morelia
891,Pannier,CaminataEcologica,Medio,8,Morelia
892,Cookley,TurismoExtremo,Alto,8,Morelia
893,Bitchip,TurismoExtremo,Bajo,7,El Doncello
894,Kanlam,CaminataEcologica,Bajo,8,Florencia
895,Stringtough,CaminataEcologica,Alto,8,El Doncello
896,Zaam-Dox,CaminataEcologica,Bajo,3,Florencia
897,Domainer,Cascada,Medio,2,Belén de los Andaquíes
898,Zamit,Cascada,Bajo,5,Belén de los Andaquíes
899,Stim,CaminataEcologica,Alto,6,Belén de los Andaquíes
900,Keylex,TurismoExtremo,Bajo,4,Morelia
901,Tin,Cascada,Alto,6,El Doncello
902,Flexidy,TurismoExtremo,Medio,6,Morelia
903,Fixflex,TurismoExtremo,Alto,2,Belén de los Andaquíes
904,Cardify,Cascada,Bajo,6,El Doncello
905,Opela,TurismoExtremo,Medio,8,Morelia
906,Tresom,TurismoExtremo,Medio,3,El Doncello
907,Zoolab,CaminataEcologica,Medio,6,Belén de los Andaquíes
908,Pannier,Cascada,Bajo,3,El Doncello
909,Cookley,TurismoExtremo,Bajo,5,Florencia
910,Voyatouch,CaminataEcologica,Alto,6,Florencia
911,Transcof,TurismoExtremo,Bajo,7,El Doncello
912,Bamity,TurismoExtremo,Alto,8,Morelia
913,Asoka,Cascada,Medio,3,El Doncello
914,It,CaminataEcologica,Alto,4,Belén de los Andaquíes
915,Voyatouch,CaminataEcologica,Alto,2,Belén de los Andaquíes
916,Fintone,CaminataEcologica,Medio,8,Florencia
917,Holdlamis,TurismoExtremo,Alto,6,Belén de los Andaquíes
918,Aerified,TurismoExtremo,Alto,1,El Doncello
919,Cookley,Cascada,Medio,8,Morelia
920,Voyatouch,Cascada,Bajo,3,Morelia
921,Bigtax,CaminataEcologica,Bajo,4,El Doncello
922,Tin,Cascada,Alto,7,Florencia
923,Y-Solowarm,TurismoExtremo,Alto,3,Morelia
924,Zaam-Dox,TurismoExtremo,Alto,2,El Doncello
925,Transcof,CaminataEcologica,Medio,8,Morelia
926,Andalax,CaminataEcologica,Alto,1,Florencia
927,Kanlam,Cascada,Medio,2,El Doncello
928,Home Ing,Cascada,Alto,8,Morelia
929,Rank,TurismoExtremo,Alto,7,Florencia
930,Stim,Cascada,Alto,6,Florencia
931,Opela,CaminataEcologica,Bajo,5,Florencia
932,Veribet,CaminataEcologica,Bajo,2,Belén de los Andaquíes
933,Treeflex,Cascada,Bajo,4,Florencia
934,Ronstring,Cascada,Bajo,6,Morelia
935,Asoka,CaminataEcologica,Alto,5,El Doncello
936,Bigtax,Cascada,Alto,6,Morelia
937,Bitwolf,TurismoExtremo,Medio,3,Florencia
938,Biodex,TurismoExtremo,Bajo,1,Morelia
939,Lotlux,CaminataEcologica,Alto,2,Belén de los Andaquíes
940,Bitchip,Cascada,Medio,8,El Doncello
941,Flowdesk,CaminataEcologica,Medio,3,Florencia
942,It,CaminataEcologica,Bajo,8,Belén de los Andaquíes
943,Rank,Cascada,Bajo,3,Morelia
944,Overhold,CaminataEcologica,Medio,1,Florencia
945,Cardify,CaminataEcologica,Alto,5,Belén de los Andaquíes
946,Matsoft,Cascada,Bajo,7,Belén de los Andaquíes
947,Rank,TurismoExtremo,Alto,6,Florencia
948,Y-find,TurismoExtremo,Medio,5,El Doncello
949,Solarbreeze,CaminataEcologica,Alto,2,Florencia
950,Bitchip,TurismoExtremo,Medio,2,El Doncello
951,Y-find,Cascada,Alto,1,El Doncello
952,Tampflex,Cascada,Bajo,4,Florencia
953,Fintone,Cascada,Bajo,1,Florencia
954,Fintone,Cascada,Medio,7,Morelia
955,Home Ing,CaminataEcologica,Alto,7,Florencia
956,Trippledex,CaminataEcologica,Medio,4,El Doncello
957,Toughjoyfax,Cascada,Alto,3,El Doncello
958,Bitwolf,TurismoExtremo,Bajo,7,El Doncello
959,Fix San,CaminataEcologica,Bajo,8,Morelia
960,Konklab,TurismoExtremo,Alto,1,El Doncello
961,Y-find,TurismoExtremo,Bajo,5,Florencia
962,Toughjoyfax,CaminataEcologica,Medio,7,Belén de los Andaquíes
963,Biodex,Cascada,Medio,2,El Doncello
964,Cookley,CaminataEcologica,Alto,6,Florencia
965,Transcof,Cascada,Alto,3,Florencia
966,Cardguard,Cascada,Alto,2,Belén de los Andaquíes
967,Trippledex,CaminataEcologica,Bajo,4,Morelia
968,Stringtough,TurismoExtremo,Alto,4,Morelia
